Year,Regn,Aslt,Fraud,Drug,Thief,Popln,Incme,StnNo,Police,Float,Unemp,CPI,Aging,Dens,Estab,Multi,Crime_Aslt,Crime_Fraud,Crime_Drug,Crime_Thief,Crime
2023,경남창녕,74,333,16,136,57083,2651230,7,159,70,0.8,129.2,491.1,107.165922,76,601,129.6357935,583.3610707,28.02936076,238.2495664,979.2757914
2023,경남고성,62,369,17,144,49468,2578220,11,159,59,2.2,129.2,471.1,95.49253904,73,476,125.333549,745.9367672,34.36565052,291.097275,1196.733242
2023,경남하동,69,160,20,68,41606,2191303,8,152,51,1,129.2,646.8,61.61204816,39,362,165.8414652,384.5599192,48.06998991,163.4379657,761.90934
2023,경남합천,60,145,17,73,41203,2110976,7,160,52,0.7,129.2,796.6,41.90959578,37,353,145.6204645,351.9161226,41.25913162,177.1715652,715.9672839
2023,경남남해,36,157,6,54,40780,2047981,6,138,55,1.1,129.2,637.3,113.9806585,39,302,88.27856793,384.9926435,14.71309465,132.4178519,620.4021579
2023,경남함양,37,211,12,57,36945,2161680,7,138,48,0.7,129.2,529.9,88.68006049,40,383,100.1488699,571.1192313,32.48071458,154.2833942,858.03221
2023,경남산청,44,130,6,37,33752,2210411,5,132,46,1.2,129.2,736.8,42.46976961,19,284,130.3626452,385.1623607,17.77672434,109.6231334,642.9248637
2023,경남의령,34,90,7,50,25475,2446126,7,142,32,0.6,129.2,672.8,52.75200861,31,247,133.4641806,353.2875368,27.47791953,196.2708538,710.5004907
2022,세종,400,1528,29,1110,383591,2849763,11,438,,,124.7,53.2,824.9268817,,1908,104.2777333,398.3409413,7.560135665,289.3707099,799.5495202
2022,강원강릉,482,1054,10,632,211381,2268741,7,414,233,2,124.7,236.7,203.088881,214,1100,228.0242784,498.6257043,4.730794158,298.9861908,1030.366968
2022,강원동해,250,255,10,222,89426,2272527,4,232,88,1.5,124.7,196.3,495.8744594,126,479,279.5607541,285.1519692,11.18243017,248.2499497,824.1451032
2022,강원삼척,154,352,6,222,63455,2581241,8,221,71,0.8,124.7,302,53.42004462,87,408,242.6916713,554.72382,9.45551966,349.8542274,1156.725238
2022,강원속초,284,859,12,239,82806,2167552,2,300,83,1.7,124.7,195.3,783.035461,81,516,342.9703162,1037.364442,14.4917035,288.626428,1683.45289
2022,강원원주,686,2450,63,1250,360807,2791044,10,584,374,3.7,124.7,137.4,415.5374356,255,2131,190.1293489,679.033389,17.46085858,346.4456067,1233.069203
2022,강원춘천,611,1582,85,857,286664,2309247,10,486,299,2.8,124.7,167.6,256.7684494,164,1590,213.1415176,551.8655987,29.65143862,298.9562694,1093.614824
2022,강원태백,92,193,8,90,39428,2353657,5,155,45,1.1,124.7,290.8,129.9367255,59,256,233.336715,489.4998478,20.29014913,228.2641777,971.3908897
2022,충북제천,255,603,19,383,130988,2221541,7,263,146,1.7,124.7,247.4,148.382931,99,1012,194.6743213,460.3475127,14.50514551,292.3931963,961.9201759
2022,충북청주,1756,5676,105,3435,849573,2603293,21,1299,945,2.9,124.7,115.3,902.8310007,194,5163,206.6920677,668.100328,12.35914983,404.3207588,1291.472304
2022,충북충주,413,1317,103,758,208277,2428126,9,360,243,1.7,124.7,207.4,211.8379967,180,1746,198.2936186,632.3309823,49.45337219,363.9384089,1244.016382
2022,충남계룡,22,103,1,75,44475,2134147,1,0,35,2.5,124.7,90.1,732.8225408,18,177,49.46599213,231.5907813,2.248454188,168.6340641,451.9392917
2022,충남공주,124,553,45,332,102571,2710593,8,242,120,2.2,124.7,344.3,118.6944547,55,1030,120.89187,539.1387429,43.8720496,323.6782326,1027.580895
2022,충남논산,188,800,12,383,112617,2326377,6,265,128,1.7,124.7,304.8,202.4830091,60,1233,166.9374961,710.3723239,10.65558486,340.0907501,1228.056155
2022,충남당진,388,667,30,409,168253,3237083,9,284,202,1.7,124.7,147.5,238.4436603,121,1929,230.6051007,396.4268096,17.83029129,243.0863046,887.9485061
2022,충남보령,172,444,30,253,97157,2663427,8,246,113,1.7,124.7,298.2,165.5398613,70,870,177.0330496,456.9922908,30.87785749,260.4032648,925.3064627
2022,충남서산,400,952,45,520,176413,3145361,7,303,211,1.4,124.7,152.7,237.6636849,94,1669,226.7406597,539.6427701,25.50832422,294.7628576,1086.654612
2022,충남아산,593,1421,33,1263,334539,3085458,12,458,391,2.4,124.7,90.8,616.3095743,198,3884,177.2588547,424.76363,9.864320752,377.5344579,989.4212633
2022,충남천안,1329,5409,115,3069,657559,2819036,18,445,763,2.1,124.7,90.6,1033.621516,345,5687,202.1111414,822.587783,17.48892495,466.7261797,1508.914029
2022,전북군산,557,2127,18,884,262467,2560422,21,546,259,1.6,124.7,175,657.1861385,248,2176,212.2171549,810.3875916,6.858005006,336.8042459,1366.266997
2022,전북김제,166,377,3,166,81455,2376673,12,250,91,1.8,124.7,411.4,149.1658579,35,826,203.7935056,462.8322387,3.683015162,203.7935056,874.1022651
2022,전북남원,196,475,7,232,77948,2025121,11,263,89,1.8,124.7,313.8,103.6253174,67,811,251.4496844,609.3806127,8.980345872,297.6343203,1167.444963
2022,전북익산,753,2178,19,969,273697,2329469,19,525,287,2.2,124.7,208.9,540.2731992,111,2238,275.1217587,795.7705053,6.941983288,354.0411477,1431.875395
2022,전북전주,1252,4178,32,2185,651495,2347134,19,523,690,2.7,124.7,133.7,3162.750619,281,3333,192.1733858,641.294254,4.911779829,335.3824665,1173.761886
2022,전북정읍,128,581,15,546,105081,2173118,16,324,119,1.2,124.7,322.9,172.4618415,90,1137,121.8107936,552.9068052,14.27470237,519.5991664,1208.591468
2022,전남광양,314,911,11,446,152168,2790858,8,278,164,1.8,124.7,108.9,327.3767776,220,1254,206.3508753,598.6804059,7.228852321,293.0971032,1105.357237
2022,전남나주,195,394,20,418,116456,3723748,11,269,128,2.1,124.7,182.9,191.3946685,61,1161,167.4452154,338.3252044,17.17386824,358.9338463,881.8781342
2022,전남목포,854,1716,29,1287,216939,2056420,11,648,222,2,124.7,154,4193.678716,156,1504,393.659047,791.0057666,13.36781307,593.2543249,1791.286952
2022,전남순천,747,1530,38,966,278737,2233085,17,497,290,2.2,124.7,131.6,305.9480166,258,1569,267.9945612,548.9045229,13.63292279,346.5632478,1177.095255
2022,전남여수,652,1695,33,809,274765,2815303,18,527,293,1.1,124.7,186.2,536.2942577,364,1800,237.2936873,616.8907976,12.01026332,294.4334249,1160.628173
2022,경북경산,535,1444,26,1014,267725,2473732,8,431,305,3.1,124.7,168.3,650.0072837,94,1894,199.8319171,539.3594173,9.711457652,378.7468484,1127.64964
2022,경북경주,441,1497,54,1208,249607,3033146,22,493,281,2,124.7,251.2,188.3925943,208,2194,176.6777374,599.7427957,21.63400866,483.9607864,1282.015328
2022,경북구미,989,3150,59,1744,408110,2755631,17,646,438,3.8,124.7,77.4,662.9251811,273,2466,242.3366249,771.8507265,14.45688662,427.3357673,1455.980005
2022,경북김천,206,600,19,493,139324,2902258,14,287,161,2.3,124.7,227,137.9349946,118,1008,147.8567942,430.650857,13.63727714,353.8514542,945.9963825
2022,경북문경,85,253,13,180,70373,2095283,8,195,77,2,124.7,371.3,77.15745502,95,575,120.7849601,359.5128814,18.4729939,255.7799156,754.550751
2022,경북상주,110,440,16,350,94823,2049414,13,244,114,1.1,124.7,397.2,75.57424085,57,859,116.0056105,464.0224418,16.87354334,369.1087605,966.0103561
2022,경북안동,348,839,37,443,154610,2173063,17,374,170,1.4,124.7,261.7,101.5640909,194,1024,225.0824656,542.6557144,23.93118168,286.5273915,1078.196753
2022,경북영주,174,468,19,246,100749,2182496,8,227,111,1.6,124.7,312.9,150.3334975,127,717,172.7064288,464.5207397,18.85874798,244.171158,900.2570745
2022,경북영천,274,459,16,283,101088,2605706,12,239,120,1.3,124.7,362.8,109.9738903,71,912,271.0509655,454.0598291,15.82779361,279.9540994,1020.892688
2022,경북포항,726,3206,29,2508,496650,3029737,28,452,515,3,124.7,170.4,439.2295243,327,2537,146.179402,645.5250176,5.839122118,504.9833887,1302.52693
2022,경남거제,525,1519,27,794,242523,3049367,9,395,238,4.1,124.7,82.2,600.4828167,335,1882,216.4743138,626.3323479,11.13296471,327.3916288,1181.331255
2022,경남김해,1084,3296,139,2757,553040,2598725,14,818,562,4.3,124.7,96,1193.053608,639,4233,196.0075221,595.9785911,25.13380587,498.5172863,1315.637205
2022,경남밀양,168,568,23,308,105959,2293332,10,230,112,2.1,124.7,372.7,132.6626686,97,820,158.5518927,536.0563992,21.70650912,290.67847,1006.993271
2022,경남사천,246,625,18,342,112496,2772001,8,232,119,3.6,124.7,213.2,282.0721127,167,827,218.6744418,555.5753093,16.00056891,304.0108093,1094.261129
2022,경남양산,803,2055,51,1158,359912,2680765,12,462,350,3.6,124.7,111.4,741.0170887,332,2519,223.1100936,570.9729045,14.17013048,321.7453155,1129.998444
2022,경남진주,800,2583,55,2114,348690,2582061,13,533,369,3,124.7,151.1,489.1080221,253,2147,229.4301529,740.772606,15.77332301,606.2691789,1592.245261
2022,경남창원,2289,7204,226,3426,1035475,2801941,33,750,1049,3.7,124.7,138,1382.033794,1770,5981,221.0579686,695.7193559,21.82573215,330.8626476,1269.465704
2022,경남통영,334,1193,62,387,126669,2109921,8,260,122,3.8,124.7,187.1,527.9854946,294,991,263.6793533,941.8247559,48.94646678,305.5206878,1559.971264
2021,세종,315,1117,40,1043,371895,2680483,11,431,,,118.7,49.7,799.7741935,,1781,84.70132699,300.3535944,10.75572406,280.4555049,676.2661504
2021,강원강릉,462,842,17,732,212965,2124210,7,412,231,1.9,118.7,216.3,204.6107433,216,1086,216.9370554,395.3701312,7.982532341,343.7184514,964.0081704
2021,강원동해,226,262,7,226,90081,2127754,4,230,91,1.3,118.7,178.9,499.5064877,129,443,250.8853143,290.8493467,7.770784072,250.8853143,800.3907594
2021,강원삼척,181,233,0,178,63429,2416802,8,221,69,1.3,118.7,281.5,53.39815633,89,408,285.3584323,367.3398603,0,280.6287345,933.3270271
2021,강원속초,280,492,1,267,82791,2029467,2,296,83,1.7,118.7,180.6,782.893617,79,494,338.2010122,594.2674928,1.207860758,322.4988223,1256.175188
2021,강원원주,697,2126,40,1057,357757,2613239,10,574,368,3.8,118.7,125.2,412.0247843,264,2008,194.824979,594.2581137,11.18077354,295.4519408,1095.715807
2021,강원춘천,536,1597,29,841,284594,2162136,10,485,290,3.6,118.7,156.1,254.9143251,166,1499,188.3384752,561.1502702,10.18995481,295.5086896,1055.18739
2021,강원태백,113,229,6,83,40844,2203716,5,154,44,1.7,118.7,256.8,134.6032165,60,245,276.6624229,560.6698658,14.69004015,203.2122221,1055.234551
2021,충북제천,258,524,17,388,131591,2100829,7,261,143,1.7,118.7,222.9,149.0660081,101,986,196.0620407,398.2035246,12.91881664,294.8529915,902.0373734
2021,충북청주,1689,5156,90,2973,848482,2461838,21,1277,900,3.1,118.7,104.6,901.6716082,197,4903,199.0613826,607.6734686,10.60717847,350.390462,1167.732492
2021,충북충주,424,1281,29,636,209358,2296189,9,358,237,1.3,118.7,188.2,212.937479,183,1700,202.5239064,611.8705758,13.85187096,303.7858596,1132.032213
2021,충남계룡,32,71,3,65,43331,1987054,1,0,36,2.8,118.7,81.7,713.9726479,18,159,73.85013039,163.8549768,6.923449724,150.0080774,394.6366343
2021,충남공주,121,532,15,278,103145,2523770,8,250,120,3.1,118.7,310.9,119.3586836,57,986,117.3105822,515.7787581,14.54263416,269.5234864,917.1554608
2021,충남논산,129,617,21,421,114483,2166036,6,269,131,1.3,118.7,277.9,205.838038,62,1222,112.6804853,538.9446468,18.34333482,367.7401885,1037.708655
2021,충남당진,362,631,33,506,167092,3013973,9,273,198,2,118.7,136.3,236.7983221,120,1816,216.6471166,377.6362722,19.74959902,302.827185,916.8601728
2021,충남보령,182,376,29,272,98408,2479855,8,258,109,1.7,118.7,270.7,167.6713636,70,853,184.9443135,382.0827575,29.46914885,276.4002927,872.8965125
2021,충남서산,318,820,18,541,176645,2928573,7,283,203,1.2,118.7,140.2,237.9762354,98,1588,180.0220782,464.2078746,10.18992895,306.2639758,960.6838575
2021,충남아산,580,1356,44,1132,324580,2872799,12,432,370,2.2,118.7,86.1,597.9624546,196,3597,178.6924641,417.7706575,13.55598004,348.7583955,958.7774971
2021,충남천안,1130,3670,93,2726,658486,2624739,18,907,750,2.5,118.7,81.4,1035.078674,344,5342,171.6057745,557.3391082,14.1233071,413.9799479,1157.048138
2021,전북군산,681,1844,16,1055,265304,2399287,21,544,259,2.5,118.7,158.7,664.289649,252,2095,256.6866689,695.0517143,6.030817477,397.6570274,1355.426228
2021,전북김제,148,244,9,168,80913,2227101,12,250,90,1.4,118.7,386.2,148.1733111,37,808,182.912511,301.558464,11.1230581,207.6304179,703.224451
2021,전북남원,174,382,5,232,79431,1897674,11,262,89,1.4,118.7,287.7,105.5968413,66,795,219.0580504,480.9205474,6.294771563,292.0774005,998.3507699
2021,전북익산,765,1756,24,905,278113,2182869,19,524,283,1.9,118.7,189.7,548.9903077,111,2180,275.0680479,631.3980289,8.629585816,325.4072985,1240.502961
2021,전북전주,1222,3709,23,2111,657269,2199421,19,1098,678,3,118.7,122.3,3190.781106,291,3204,185.920833,564.3047215,3.499328281,321.1774783,1074.902361
2021,전북정읍,183,877,8,443,106487,2036357,16,323,118,0.9,118.7,294.7,174.7694075,90,1114,171.8519632,823.5747086,7.512654127,416.0132223,1418.952548
2021,전남광양,266,897,12,385,150531,2633474,8,275,159,1.7,118.7,100.3,323.8549085,226,1218,176.7077878,595.8905475,7.971779899,255.7612718,1036.331387
2021,전남나주,208,449,18,399,116726,3513756,11,268,131,2.4,118.7,173,191.8384117,60,1113,178.1950894,384.661515,15.42072889,341.826157,920.1034902
2021,전남목포,777,2170,32,1064,218589,1940453,11,649,216,2.8,118.7,139.7,4225.575101,156,1478,355.4616198,992.7306498,14.63934599,486.7582541,1849.58987
2021,전남순천,638,1375,23,909,281436,2107156,17,498,287,2.6,118.7,121.2,308.9104999,283,1558,226.6945238,488.5657841,8.172373115,322.9863983,1046.419079
2021,전남여수,563,1435,33,885,276762,2656541,18,528,292,1.4,118.7,171.1,540.19206,370,1748,203.4238804,518.4960363,11.92360223,319.7693325,1053.612851
2021,경북경산,559,1202,21,910,268369,2336920,8,427,296,3.5,118.7,153.8,651.5708459,93,1803,208.2952949,447.8907773,7.825046857,339.0853638,1003.096483
2021,경북경주,444,1649,45,909,251889,2865395,22,501,281,2.4,118.7,232.4,190.1149495,216,2128,176.2681181,654.6534386,17.86501197,360.8732418,1209.65981
2021,경북구미,488,2782,142,1699,412581,2603228,17,652,425,4.2,118.7,69.1,670.1877782,282,2364,118.2798045,674.291836,34.41748408,411.7979257,1238.78705
2021,경북김천,237,622,16,392,140239,2741746,14,284,156,2.2,118.7,211,138.8408724,123,975,168.9972119,443.5285477,11.40909447,279.5228146,903.4576687
2021,경북문경,113,250,14,137,71154,1979401,8,194,74,2.4,118.7,346.1,78.01374894,100,571,158.8104674,351.3505917,19.67563313,192.5401242,722.3768165
2021,경북상주,105,354,21,275,95566,1936069,13,244,112,1.3,118.7,369.8,76.16641428,59,810,109.8717117,370.424628,21.97434234,287.7592449,790.029927
2021,경북안동,324,789,34,415,156972,2052879,17,369,172,2.2,118.7,241.8,103.1157007,207,983,206.4062381,502.637413,21.65991387,264.3783605,995.0819254
2021,경북영주,146,441,11,182,101942,2061791,8,227,107,2.2,118.7,294.3,152.1136428,133,682,143.218693,432.5989288,10.79044947,178.5328913,765.1409625
2021,경북영천,178,419,11,359,101888,2461595,12,236,120,1.8,118.7,334.3,110.8442124,76,878,174.7016332,411.2358668,10.79616834,352.3476759,949.0813442
2021,경북포항,815,2510,31,2162,503852,2862175,28,892,502,3.1,118.7,154.5,445.5988609,327,2460,161.7538484,498.1621587,6.152600367,429.0942578,1095.162865
2021,경남거제,523,1543,19,763,241216,2874848,9,388,237,4.3,118.7,71.2,597.2467069,341,1889,216.8181215,639.6756434,7.876757761,316.314009,1180.684532
2021,경남김해,1247,4017,152,2573,537673,2449998,14,805,552,4.2,118.7,85.3,1159.902923,636,4090,231.9253524,747.1083726,28.26997078,478.5436501,1485.847346
2021,경남밀양,114,581,18,249,103525,2162082,10,228,110,2.7,118.7,335.5,129.6152546,99,773,110.1183289,561.2170973,17.38710456,240.5216131,929.2441439
2021,경남사천,169,722,19,365,109953,2613356,8,232,117,3.8,118.7,194.9,275.6958026,166,806,153.7020363,656.6442025,17.28011059,331.9600193,1159.586369
2021,경남양산,744,2645,47,1067,354726,2527342,12,440,343,3.6,118.7,100.3,730.3397159,330,2424,209.7393481,745.6459352,13.24966312,300.7955436,1269.43049
2021,경남진주,797,2063,36,1857,347097,2434287,13,528,355,3.8,118.7,138.4,486.8735184,256,2082,229.6188097,594.3583494,10.37174046,535.0089456,1369.357845
2021,경남창원,2040,6214,137,3386,1032741,2641583,33,756,1041,3.8,118.7,123.8,1378.384763,1801,5881,197.5325856,601.6997485,13.26566874,327.8653602,1140.363363
2020,세종,345,1540,34,876,355831,2518078,11,335,,,115.8,47.1,765.227957,,1656,96.95613929,432.7897232,9.555097785,246.1842841,785.4852444
2020,강원강릉,671,1064,19,640,213321,2018895,7,412,222,3.3,115.8,200.5,204.9527781,216,1017,314.5494349,498.7788357,8.906764922,300.0173448,1122.25238
2020,강원동해,208,252,7,185,90593,2022264,4,230,87,2.2,115.8,166.5,502.3455695,131,414,229.5983133,278.1671873,7.726866314,204.2100383,719.7024053
2020,강원삼척,172,487,2,140,65243,2296982,8,220,70,1.4,115.8,260.1,54.92528518,89,400,263.6298147,746.4402311,3.065462962,214.5824073,1227.717916
2020,강원속초,373,564,4,281,82665,1928850,2,296,83,1.1,115.8,168.3,781.7021277,79,440,451.2187746,682.27182,4.838807234,339.9262082,1478.25561
2020,강원원주,675,2207,54,1150,354376,2483680,10,572,356,3.8,115.8,115.8,408.130924,263,1895,190.475653,622.7848387,15.23805224,324.5140754,1153.012619
2020,강원춘천,591,1769,66,945,282765,2054941,10,484,279,4.1,115.8,145.3,253.2760675,175,1410,209.0074797,625.6078369,23.34093682,334.1997772,1192.156031
2020,강원태백,100,245,7,75,42719,2094460,5,154,44,2.5,115.8,231,140.7823622,59,237,234.0878766,573.5152976,16.38615136,175.5659074,999.555233
2020,충북제천,248,649,22,373,133018,1996464,7,259,141,3.3,115.8,202.4,150.6825107,102,957,186.4409328,487.9038927,16.53911501,280.4131772,971.2971177
2020,충북청주,2257,5446,87,3211,844993,2339538,21,1274,868,3.2,115.8,96.4,897.9638899,206,4650,267.1028044,644.5023805,10.29594328,380.003148,1301.904276
2020,충북충주,361,1348,77,790,210186,2182118,9,360,231,2.4,115.8,174.6,213.7796357,190,1565,171.7526381,641.3367208,36.63421922,375.8575738,1225.581152
2020,충남계룡,23,135,2,59,42822,1884915,1,0,32,2.9,115.8,73.2,705.5857637,19,152,53.71070945,315.258512,4.670496474,137.779646,511.4193639
2020,충남공주,156,524,24,277,104545,2394043,8,249,124,4.2,115.8,287.2,120.9787539,58,961,149.2180401,501.2195705,22.95662155,264.9576737,938.3519059
2020,충남논산,187,947,20,425,116675,2054697,6,268,129,3.3,115.8,257.1,209.7792082,62,1162,160.2742661,811.6563103,17.14163274,364.2596957,1353.331905
2020,충남당진,311,776,40,526,166249,2859048,9,273,195,2.5,115.8,127.2,235.603645,123,1705,187.0687944,466.7697249,24.0602951,316.3928806,994.291695
2020,충남보령,158,518,26,325,100229,2352385,8,257,113,1.3,115.8,249.8,170.7740539,77,803,157.6390067,516.8164902,25.94059604,324.2574504,1024.653543
2020,충남서산,401,978,29,590,175591,2778037,7,281,200,1.6,115.8,131.1,236.556286,97,1462,228.3716136,556.9761548,16.51565285,336.0081098,1137.871531
2020,충남아산,878,1600,58,1201,316129,2725130,12,431,362,2.8,115.8,80.3,582.393471,195,3338,277.7347222,506.1225006,18.34694065,379.908202,1182.112366
2020,충남천안,1298,4977,92,2865,658808,2489821,18,905,748,3.5,115.8,74.4,1035.584828,363,5002,197.0225012,755.4553072,13.96461488,434.8763221,1401.318745
2020,전북군산,801,1990,11,1019,267859,2281291,21,544,250,3,115.8,146.2,670.687065,262,1987,299.0379267,742.9281824,4.106638194,380.4240291,1426.496776
2020,전북김제,229,331,3,216,82450,2117574,12,249,88,1.4,115.8,354.6,150.9879686,39,778,277.7440873,401.4554275,3.63856883,261.9769557,944.8150394
2020,전북남원,166,519,6,207,80662,1804348,11,262,89,2.1,115.8,268.8,107.2333524,67,789,205.7970296,643.4256527,7.438446852,256.6264164,1113.287546
2020,전북익산,876,1932,24,1077,282276,2075517,19,523,281,2.3,115.8,173.8,557.2079986,111,2155,310.3345662,684.4365089,8.502316881,381.5414701,1384.814862
2020,전북전주,1631,4448,36,2196,657432,2091255,19,1092,652,3.1,115.8,114,3191.572406,299,3054,248.0864941,676.5718736,5.475851495,334.0269412,1264.16116
2020,전북정읍,245,615,18,358,108508,1936211,16,323,113,0.9,115.8,274.1,178.0863286,92,1060,225.7898035,566.7784864,16.58863863,329.9295904,1139.086519
2020,전남광양,348,752,7,408,151769,2508057,8,274,155,2,115.8,92.3,326.5183623,235,1141,229.2958378,495.4898563,4.612272598,268.8296029,998.2275695
2020,전남나주,188,498,13,414,115613,3346416,11,268,124,1.5,115.8,171.3,190.0092036,62,1014,162.611471,430.7474073,11.24441023,358.0912181,962.6945067
2020,전남목포,860,1517,18,1062,224044,1848040,11,646,219,3.5,115.8,125,4331.026484,158,1427,383.8531717,677.0991412,8.034136152,474.014033,1543.000482
2020,전남순천,707,1503,58,907,282189,2006804,17,497,276,2.2,115.8,113.9,309.7370096,296,1485,250.5413039,532.6217535,20.5536006,321.4157887,1125.132447
2020,전남여수,674,1919,36,872,280242,2530025,18,526,289,1.4,115.8,158.8,546.9844244,377,1701,240.5064195,684.76531,12.84604021,311.1596406,1249.27741
2020,경북경산,706,1149,25,1020,263728,2232459,8,417,282,4.1,115.8,142.7,640.3030009,98,1647,267.7000546,435.6761512,9.47946369,386.7621185,1099.617788
2020,경북경주,508,2279,47,892,253502,2737310,22,499,279,2.9,115.8,215.4,191.3323723,230,2023,200.3928963,899.006714,18.54028765,351.8709912,1469.810889
2020,경북구미,748,3377,47,1787,416328,2486862,17,668,420,5.5,115.8,62.3,676.2743251,298,2270,179.6660326,811.139294,11.28917584,429.2288772,1431.32338
2020,경북김천,458,857,22,431,140548,2619189,14,282,149,2.4,115.8,200.2,139.1467918,128,931,325.8673193,609.7560976,15.65301534,306.6568005,1257.933233
2020,경북문경,125,234,21,166,71406,1890921,8,194,75,2.4,115.8,323.4,78.29004353,102,553,175.0553175,327.7035543,29.40929334,232.4734616,764.6416268
2020,경북상주,133,347,23,342,97228,1849526,13,243,111,1.4,115.8,343.8,77.49103371,60,790,136.7918707,356.8930761,23.65573703,351.7505245,869.0912083
2020,경북안동,525,858,36,444,158907,1961115,17,367,171,2.2,115.8,226.5,104.386812,214,944,330.3819215,539.9384546,22.65476033,279.4087108,1172.383847
2020,경북영주,172,474,25,216,103119,1969628,8,227,105,1.3,115.8,273.7,153.8699136,137,678,166.7975834,459.6631077,24.24383479,209.4667326,860.1712584
2020,경북영천,233,571,12,380,102015,2351561,12,234,118,2.9,115.8,314.7,110.982376,76,830,228.3977846,559.7216096,11.76297603,372.494241,1172.376611
2020,경북포항,1118,3597,66,1963,502916,2734234,28,882,495,3.9,115.8,140.3,444.7710771,342,2337,222.3035258,715.2287857,13.12346396,390.3236326,1340.979408
2020,경남거제,713,1898,23,833,245754,2749183,9,388,241,5,115.8,62.2,608.4827176,363,1873,290.1275259,772.3170325,9.358952448,338.956843,1410.760354
2020,경남김해,1377,4592,200,2441,542338,2342903,14,802,535,5.6,115.8,77.1,1169.966562,638,3937,253.900704,846.7044537,36.87737168,450.0883213,1587.570851
2020,경남밀양,158,642,30,314,104831,2067573,10,228,106,2.9,115.8,307.8,131.2503913,102,753,150.7187759,612.4142668,28.6174891,299.5297193,1091.280251
2020,경남사천,313,625,21,407,111105,2499121,8,231,118,4.2,115.8,181.8,278.5843238,173,766,281.7154944,562.5309392,18.90103956,366.3201476,1229.467621
2020,경남양산,796,2142,61,1340,352229,2416867,12,440,337,5.1,115.8,92,725.1986823,335,2268,225.9893422,608.1270991,17.31827873,380.4343197,1231.86904
2020,경남진주,928,2424,43,2050,348096,2327879,13,526,341,4.2,115.8,128.4,488.2748173,261,1958,266.5931237,696.3596249,12.35291414,588.9179996,1564.223662
2020,경남창원,2625,7929,174,3902,1036738,2526114,33,757,1006,4.3,115.8,113.2,1383.719502,1879,5623,253.1980115,764.8026792,16.78341105,376.3728155,1411.156917
2020,경남통영,385,1006,17,478,128293,1902217,8,255,121,4.3,115.8,148.6,534.7546997,324,972,300.0943154,784.1425487,13.25091782,372.5846305,1470.072412
2019,세종,377,1352,31,849,340575,2408949,11,305,,,115.2,44.7,732.4193548,,1535,110.6951479,396.9757029,9.102253542,249.2842986,766.0574029
2019,강원강릉,671,1034,26,726,213442,1957219,7,411,227,2.4,115.2,186.5,205.0690314,221,914,314.3711172,484.440738,12.18129515,340.1392416,1151.132392
2019,강원동해,243,294,9,171,90522,1960485,4,227,86,2.8,115.2,152.9,501.9518687,130,406,268.4430304,324.7829257,9.94233446,188.9043547,792.0726453
2019,강원삼척,228,314,11,127,67228,2226811,8,221,69,2.3,115.2,238.4,56.5963716,96,374,339.1444041,467.0672934,16.36223002,188.909383,1011.483311
2019,강원속초,368,528,3,287,81786,1869925,2,297,83,1,115.2,156.9,773.3900709,84,423,449.95476,645.5872643,3.668109456,350.9158047,1450.125938
2019,강원원주,789,2158,87,1302,349215,2407805,10,566,353,3.9,115.2,108.5,402.1870573,266,1749,225.9353121,617.9574188,24.9130192,372.8362184,1241.641968
2019,강원춘천,672,1342,33,879,281291,1992164,10,483,290,3.2,115.2,136.1,251.9557876,188,1313,238.8985072,477.086007,11.73162312,312.4877796,1040.203917
2019,강원태백,128,287,3,90,43866,2030476,5,154,46,0.7,115.2,211,144.5623517,61,225,291.7977477,654.2652624,6.839009711,205.1702913,1158.072311
2019,충북제천,275,723,18,386,134617,1947005,7,265,146,1.7,115.2,185.1,152.4938546,106,898,204.2832629,537.0792693,13.37126812,286.7394163,1041.473217
2019,충북청주,2291,4646,104,3429,839566,2281581,21,1269,869,2.2,115.2,89.3,892.1966823,217,4371,272.8790828,553.3811517,12.38735251,408.4253055,1247.072892
2019,충북충주,396,1161,34,833,210737,2128060,9,352,230,2.9,115.2,162.2,214.3400563,191,1450,187.9119471,550.9236631,16.13385405,395.2794241,1150.248888
2019,충남계룡,40,94,0,72,42971,1836467,1,0,35,1.8,115.2,65.3,708.0408634,24,135,93.08603477,218.7521817,0,167.5548626,479.3930791
2019,충남공주,175,464,21,372,106474,2332508,8,249,130,2.3,115.2,261.9,123.2109794,60,935,164.3593741,435.7871405,19.72312489,349.3810696,969.2507091
2019,충남논산,218,700,12,437,118842,2001884,6,268,137,1.5,115.2,237.2,213.6754288,69,1122,183.4368321,589.0173508,10.0974403,367.7151176,1150.266741
2019,충남당진,315,941,33,544,167042,2785561,9,272,201,2.3,115.2,118.4,236.7274634,123,1608,188.5753284,563.3313777,19.75551059,325.6665988,1097.328816
2019,충남보령,190,603,22,338,101114,2291921,8,257,114,2,115.2,229.6,172.2819512,82,769,187.9067191,596.3565876,21.75762011,334.2761635,1140.29709
2019,충남서산,454,985,22,467,174690,2706633,7,278,200,1.8,115.2,124.9,235.3424584,99,1417,259.8889461,563.8559734,12.59373748,267.3307001,1103.669357
2019,충남아산,990,1436,38,1298,314395,2655086,12,423,362,2.8,115.2,74.1,579.1989831,187,3227,314.890504,456.7502664,12.08670621,412.8564386,1196.583915
2019,충남천안,1613,4297,88,3328,652258,2425825,18,892,748,2.7,115.2,68.1,1025.288838,363,4690,247.2947821,658.7883935,13.49159382,510.227548,1429.802317
