Year,Regn,Aslt,Fraud,Drug,Thief,Popln,Incme,StnNo,Police,Float,Unemp,CPI,Aging,Dens,Estab,Multi,Crime_Aslt,Crime_Fraud,Crime_Drug,Crime_Thief,Crime
2023,서울동작구,683,1712,64,1191,389714,2687664,7,688,417,4.6,129.2,219.3,23835.71865,46,2618,175.2567267,439.2965097,16.42229943,305.6087285,936.5842644
2023,서울관악구,1341,4204,175,2005,497883,2337132,9,949,549,5,129.2,310.8,16837.43659,198,4526,269.3403872,844.3750841,35.1488201,402.7050532,1551.569345
2023,서울서초구,1249,4066,252,1941,412078,3856515,11,786,397,2.6,129.2,136.8,8773.216947,44,2112,303.0979572,986.7064002,61.15347094,471.0273298,1821.985158
2023,서울강남구,2065,8077,972,2480,550282,3535614,14,944,510,3.4,129.2,142.6,13931.18987,178,2543,375.2621383,1467.792877,176.6367063,450.678016,2470.369738
2023,서울송파구,1431,3757,160,2419,660025,3182078,11,1095,685,3.5,129.2,153.7,19481.25738,90,3288,216.8099693,569.2208628,24.241506,366.5012689,1176.773607
2023,서울강동구,893,2129,76,1676,463318,2958123,9,785,487,2.7,129.2,166.9,18841.72428,109,2646,192.7401914,459.5116097,16.40342054,361.7385899,1030.393812
2023,부산중구,388,750,42,656,41153,2984769,5,321,44,4.7,129.2,740.5,13537.17105,248,275,942.8231235,1822.467378,102.0581732,1594.051466,4461.400141
2023,부산서구,217,842,55,714,106708,2413469,4,348,99,4.7,129.2,351.1,7643.839542,49,561,203.3586985,789.0692357,51.54252727,669.1157177,1713.086179
2023,부산동구,387,920,77,555,90190,2775047,5,396,88,3.9,129.2,408,8912.055336,206,644,429.0941346,1020.068744,85.37531877,615.3675574,2149.905755
2023,부산영도구,302,671,44,468,109151,2728874,4,358,98,4.3,129.2,442.6,7686.690141,140,663,276.6809283,614.7447115,40.31112862,428.7638226,1360.500591
2023,부산부산진구,1459,3835,252,2592,362505,2491447,10,853,367,4.2,129.2,254.3,12217.89687,384,1595,402.4772072,1057.916443,69.51628253,715.0246204,2244.934553
2023,부산동래구,579,1641,195,1330,272178,2335397,6,536,255,3.9,129.2,186.2,16366.68671,212,833,212.7284351,602.9142693,71.6442916,488.6508094,1375.937805
2023,부산남구,459,2396,146,684,260899,2872579,7,735,243,3.1,129.2,236.5,9727.777778,41,1132,175.9301492,918.3630447,55.96035247,262.1704184,1412.423965
2023,부산북구,453,1600,72,1011,275773,2122998,5,471,267,4.8,129.2,222.4,7004.648209,142,1303,164.2655372,580.187328,26.10842976,366.6058679,1137.167163
2023,부산강서구,258,1486,39,476,148540,3394448,19,345,156,3.8,129.2,70.3,815.4369785,32,1718,173.6905884,1000.403932,26.25555406,320.4524034,1520.802477
2023,부산해운대구,669,3083,165,1534,385618,2497822,9,729,353,4.5,129.2,196.4,7484.821429,190,1926,173.4877521,799.4958742,42.78845904,397.8030071,1413.575092
2023,부산사하구,617,2122,108,940,302947,2526425,6,587,302,4.7,129.2,254.8,7249.27016,217,986,203.6659878,700.4525544,35.64980013,310.2852974,1250.05364
2023,부산금정구,391,2352,56,880,220286,2416240,5,513,210,3.5,129.2,314.3,3374.479167,83,773,177.4965272,1067.702895,25.42149751,399.4806751,1670.101595
2023,부산연제구,655,2266,112,930,206853,2390537,4,554,204,4.4,129.2,232.3,17081.17258,182,726,316.6499882,1095.463928,54.1447308,449.5946397,1915.853287
2023,부산수영구,448,861,70,667,176486,2273290,4,554,169,4.7,129.2,298.4,17268.68885,62,838,253.8444976,487.8573938,39.66320275,377.9336605,1159.298755
2023,부산사상구,508,2260,88,951,208794,2735059,6,513,211,4.6,129.2,283.4,5783.767313,136,1733,243.3020106,1082.406583,42.14680498,455.4728584,1823.328257
2023,부산기장군,380,1540,68,661,181475,2722187,5,343,170,4.4,129.2,122.7,831.1578272,56,1026,209.3952335,848.6017358,37.470726,364.2374983,1459.705194
2023,대구중구,637,1174,51,1236,81015,2466606,4,413,86,3.1,129.2,173.5,11475.21246,91,334,786.2741468,1449.114362,62.95130531,1525.643399,3823.983213
2023,대구동구,828,2333,71,1505,339236,2646865,8,631,321,2.9,129.2,215.9,1862.808193,202,1645,244.0778691,687.721822,20.92938249,443.6439529,1396.373026
2023,대구서구,516,1343,37,866,159420,2453378,5,451,156,3.9,129.2,404.1,9204.387991,144,1386,323.6733158,842.4288044,23.20913311,543.2191695,1732.530423
2023,대구남구,410,901,44,656,141547,2210607,5,386,137,2.8,129.2,395.3,8120.883534,90,679,289.6564392,636.5376871,31.08508128,463.4503027,1420.72951
2023,대구북구,834,2497,53,1638,430056,2480583,8,425,437,3.2,129.2,163,4577.011494,191,2098,193.9282326,580.6220585,12.32397641,380.8806295,1167.754897
2023,대구수성,837,2506,89,1138,411330,2403587,7,655,357,3,129.2,155.5,5374.052783,165,1087,203.4862519,609.2431867,21.63712834,276.6635062,1111.030073
2023,대구달서,1059,3974,161,2064,537140,2698740,13,455,547,2.6,129.2,166.9,8612.153279,295,2930,197.155304,739.8443609,29.97356369,384.2573631,1351.230592
2023,대구달성,403,1120,54,715,263136,2969424,11,398,278,2.1,129.2,101.6,614.2727082,67,2121,153.1527423,425.6354129,20.52170741,271.7226073,871.0324699
2023,대구군위,9,35,11,16,23515,2345918,4,381,31,1,129.2,1040.9,38.27684995,7,173,38.27344248,148.8411652,46.77865192,68.04167553,301.9349351
2023,인천중구,501,1348,94,677,132114,3034563,7,567,173,3.3,129.2,124.4,941.1169682,86,1944,379.2179481,1020.330926,71.1506729,512.4362293,1983.135777
2023,인천동구,139,185,11,179,62105,3344204,3,,62,5.4,129.2,297.3,8566.206897,4,594,223.8145077,297.8826181,17.71193946,288.2215603,827.6306256
2023,인천미추홀구,1253,3570,257,1644,425441,2289620,7,770,445,4.4,129.2,205.9,17127.25443,254,4431,294.5179238,839.12928,60.40790615,386.4225592,1580.477669
2023,인천연수구,791,2638,98,1241,380792,2902341,6,508,411,4.3,129.2,84.6,6498.156997,80,2785,207.7249522,692.7666548,25.73583479,325.8997038,1252.127146
2023,인천남동구,1087,3703,202,1402,554960,2770918,10,554,522,4.6,129.2,161.5,9569.925849,196,4883,195.8699726,667.2552977,36.39901975,252.6308202,1152.15511
2023,인천부평구,1509,3283,144,2207,499587,2689417,11,486,527,5.4,129.2,186.3,15612.09375,178,7234,302.0494929,657.1428,28.82380847,441.7648978,1429.780999
2023,인천계양구,644,1991,42,735,297960,2231448,5,488,309,4.6,129.2,192.4,6539.947322,94,2239,216.1363941,668.2104981,14.09585179,246.6774064,1145.12015
2023,인천서구,1286,3639,123,1297,602615,2722104,8,746,668,4.7,129.2,88,5061.43961,80,5760,213.4032508,603.8681414,20.41104188,215.2286286,1052.911063
2023,인천강화,114,305,18,173,65757,2312403,13,221,78,1,129.2,522.2,159.8410268,21,434,173.3655732,463.828946,27.37351157,263.0898612,927.6578919
2023,인천옹진,34,93,19,25,20991,2229989,6,,22,1.7,129.2,520,121.3563046,24,102,161.9741794,443.0470202,90.51498261,119.0986613,814.6348435
2023,광주동구,406,854,35,667,108893,2878586,5,378,115,3.7,129.2,224.1,2207.887267,76,454,372.8430661,784.2561046,32.14164363,612.5278944,1801.768709
2023,광주서구,982,2426,88,1171,286316,3062276,7,572,301,2.3,129.2,158.6,5998.659124,234,1196,342.977689,847.3155534,30.73527152,408.9886699,1630.017184
2023,광주남구,425,1125,70,708,211227,2554686,6,374,219,3.2,129.2,165.8,3465.009843,10,959,201.2053383,532.6023662,33.13970278,335.1844224,1102.13183
2023,광주북구,797,2450,85,1747,426867,2722944,9,707,442,2.6,129.2,155.2,3549.534342,101,2341,186.7092092,573.9492629,19.91252545,409.2609642,1189.831962
2023,광주광산구,900,2884,120,1714,411282,3094910,13,618,444,3,129.2,81,1846.881315,185,3750,218.8279575,701.2220326,29.17706099,416.7456879,1365.972739
2023,대전동구,792,2042,36,1161,217628,2974035,6,447,227,2.8,129.2,228,1592.011704,16,1649,363.9237598,938.2983807,16.54198908,533.4791479,1852.243278
2023,대전중구,776,1872,46,1059,223256,2473260,6,462,231,3.2,129.2,239.9,3589.901913,63,1337,347.5830437,838.4993013,20.6041495,474.3433547,1681.029849
2023,대전서구,1330,4174,87,1954,464634,2630957,8,395,508,2.4,129.2,132.9,4864.258794,18,2200,286.2468093,898.3414903,18.72441535,420.5460642,1623.858779
2023,대전유성구,852,2819,37,1254,366845,3454253,7,481,410,2.2,129.2,83.2,2077.029781,73,1804,232.2506781,768.4444384,10.08600363,341.8337445,1352.614865
2023,대전대덕구,427,1159,28,542,169853,3550216,4,340,186,2.8,129.2,207.8,2471.667637,53,1376,251.3938523,682.354742,16.48484278,319.0994566,1269.332894
2023,울산중구,402,1500,57,589,208668,2767272,5,398,198,3.9,129.2,170,5639.675676,112,1306,192.6505262,718.845247,27.31611939,282.266567,1221.07846
2023,울산남구,887,2876,115,1021,307232,2922261,6,638,326,3.6,129.2,140.8,4147.300216,511,1720,288.7069055,936.1004062,37.43099677,332.3221539,1594.560462
2023,울산동구,364,1087,145,478,152287,3632110,4,327,152,3.9,129.2,122.6,4221.985029,174,1237,239.0223722,713.7838424,95.21495597,313.8810273,1361.902198
2023,울산북구,374,1043,25,561,216477,2918802,6,333,216,3.7,129.2,67.7,1375.679969,51,1449,172.7666219,481.8063813,11.54857098,259.1499328,925.2715069
2023,울산울주,376,1399,27,615,218997,3094312,10,393,230,4.1,129.2,162.2,288.7694823,178,1913,171.6918497,638.8215364,12.32893601,280.8257647,1103.668087
2023,세종,405,1949,54,1280,386525,3191636,11,442,,,129.2,57.7,831.2365591,,1991,104.7797684,504.2364659,13.97063579,331.1558114,954.1426816
2023,강원강릉,512,1426,36,753,209439,2350665,7,418,235,1.6,129.2,258.8,201.2230624,213,1187,244.4625882,680.8665053,17.18877573,359.5318923,1302.049762
2023,강원동해,250,311,18,244,88625,2354587,4,233,91,0.7,129.2,216.3,491.4328491,124,509,282.0874471,350.9167842,20.31029619,275.3173484,928.6318759
2023,강원삼척,141,393,19,189,62651,2674450,8,222,71,1,129.2,325.6,52.74319148,86,437,225.0562641,627.2844807,30.32673062,301.6711625,1184.338638
2023,강원속초,284,751,12,338,82054,2245822,2,305,84,1.6,129.2,214.9,775.9243499,80,552,346.113535,915.2509323,14.62451556,411.923855,1687.912838
2023,강원원주,614,2710,111,977,361503,2891828,10,590,387,3,129.2,149.5,416.3390112,255,2227,169.8464466,749.6479974,30.70513938,270.2605511,1220.460134
2023,강원춘천,713,1952,180,696,286426,2392634,10,490,314,2.1,129.2,183.2,256.5552699,155,1657,248.9299156,681.5023776,62.84345695,242.9947002,1236.27045
2023,강원태백,104,230,17,89,38702,2438647,5,156,45,0.9,129.2,325.9,127.5441603,58,271,268.7199628,594.2845331,43.92537853,229.9622759,1136.89215
2023,강원홍천,105,507,49,153,67309,2473489,8,197,83,1.1,129.2,387.9,36.97484069,38,610,155.9969692,753.2425084,72.79858563,227.3098694,1209.347933
2023,강원횡성,43,128,18,95,46359,2421865,6,136,55,1.6,129.2,486.5,46.45190381,26,518,92.75437348,276.106042,38.82741215,204.922453,612.6102806
2023,강원영월,89,172,23,54,37332,2383966,6,145,46,0.8,129.2,489.9,33.1113023,25,294,238.4013715,460.7307404,61.60934319,144.6480231,905.3894782
2023,강원평창,60,198,23,88,40659,2332964,5,143,52,0.3,129.2,509.5,27.76779921,53,356,147.568804,486.9770531,56.56804152,216.4342458,907.5481443
2023,강원정선,76,233,16,229,34202,3084393,8,159,44,0.3,129.2,445.6,28.03948253,62,353,222.2092275,681.2467107,46.78089001,669.5514882,1619.788316
2023,강원철원,60,219,13,103,41448,2164697,3,130,42,0.5,129.2,255.8,46.56398504,64,332,144.7596989,528.372901,31.36460143,248.5041498,953.0013511
2023,강원화천,27,133,14,58,23007,2116825,5,109,23,0.5,129.2,265.2,25.3080037,30,188,117.3555874,578.0849307,60.85104533,252.0971878,1008.388751
2023,강원양구,56,100,16,62,21056,2035947,5,107,22,0.5,129.2,224.6,31.807127,17,214,265.9574468,474.9240122,75.98784195,294.4528875,1111.322188
2023,강원인제,46,159,9,30,32020,2159049,5,124,35,1,129.2,213.8,19.45215632,40,247,143.6602124,496.5646471,28.10743285,93.69144285,762.0237352
2023,강원고성,48,154,9,106,27305,2411762,11,119,35,1.5,129.2,417.5,41.32362734,20,227,175.7919795,563.9992675,32.96099615,388.207288,1160.959531
2023,강원양양,102,76,6,104,27710,2238473,5,,32,1.2,129.2,491.1,44.00019055,25,218,368.0981595,274.2692169,21.65283291,375.3157705,1039.33598
2023,충북제천,171,604,24,367,130194,2585040,7,263,154,1.5,129.2,273.4,147.4834895,94,1056,131.3424582,463.9230687,18.43402922,281.8870301,895.5865862
2023,충북청주,1453,6280,195,3374,852189,3029256,21,1325,963,2.6,129.2,126.2,905.6109924,185,5544,170.5020835,736.9257289,22.88224795,395.921562,1326.231622
2023,충북충주,380,1047,96,638,207778,2825427,9,362,243,1.1,129.2,227.4,211.3304651,179,1831,182.8875049,503.9032044,46.20315914,307.0584951,1040.052364
2023,충북보은,52,117,11,65,31010,2944971,6,119,39,0.3,129.2,582.9,53.07205203,24,406,167.6878426,377.2976459,35.47242825,209.6098033,790.0677201
2023,충북옥천,64,246,13,102,48891,2770741,7,134,58,1.5,129.2,439.8,90.97692594,22,568,130.9034383,503.1600908,26.5897609,208.6273547,869.2806447
2023,충북영동,37,138,5,85,44195,2467585,6,137,55,0.9,129.2,524.2,52.17766024,34,461,83.71987781,312.2525173,11.313497,192.329449,599.6153411
2023,충북증평,58,121,5,56,37484,2896192,1,,43,3.7,129.2,170.7,458.2396088,33,483,154.7326859,322.8043965,13.33902465,149.3970761,640.2731832
2023,충북진천,145,695,26,244,86254,3628242,5,184,115,2.9,129.2,142.8,211.7390024,83,1362,168.1081457,805.7597329,30.14352958,282.8854314,1286.89684
2023,충북괴산,41,329,37,48,36590,2773234,6,169,46,1.8,129.2,714.2,43.45502482,8,348,112.0524734,899.152774,101.1205247,131.1833834,1243.509156
2023,충북음성,191,676,60,354,91183,3559953,7,230,132,2.8,129.2,268.9,175.3148372,116,1594,209.4688703,741.3662634,65.80173936,388.2302622,1404.867135
2023,충북단양,23,104,4,39,27701,2513677,5,109,32,1.4,129.2,591.8,35.51546854,11,243,83.02949352,375.4377098,14.43991192,140.7891412,613.6962565
2023,충남계룡,30,101,4,66,46667,2310754,1,0,38,2.1,129.2,97.4,768.9405174,18,194,64.28525511,216.4270255,8.571367347,141.4275612,430.7112092
2023,충남공주,144,639,26,276,102104,2934904,8,243,119,2.8,129.2,376.4,118.1540455,57,1055,141.0326726,625.8324845,25.46423255,270.3126224,1062.642012
2023,충남논산,161,725,30,332,110423,2518893,6,267,135,2.2,129.2,337,198.538243,62,1277,145.8029577,656.5661139,27.16825299,300.6619998,1130.199324
2023,충남당진,338,1066,45,445,170302,3504962,9,284,211,1.9,129.2,157,241.3474484,121,2079,198.4709516,625.9468474,26.4236474,261.3005132,1112.14196
2023,충남보령,151,580,26,274,95772,2883835,8,247,110,1.4,129.2,326.6,163.1800446,70,914,157.6661237,605.6049785,27.14780938,286.096145,1076.515057
2023,충남서산,426,1360,29,523,176011,3405650,7,305,212,2.2,129.2,168,237.1221103,91,1757,242.0303276,772.6789803,16.47624296,297.1405196,1328.326071
2023,충남아산,630,1709,53,1368,345796,3340790,12,460,413,2.1,129.2,95.8,637.0479542,200,4253,182.1883423,494.2220269,15.32695578,395.6089718,1087.346297
2023,충남천안,1595,6359,192,3168,655959,3052320,18,1009,757,2.3,129.2,101.8,1031.106465,335,5993,243.1554411,969.4203449,29.27012207,482.9570141,1724.802922
2023,충남금산,73,251,12,101,50093,2917436,5,134,67,0.6,129.2,444.8,86.77869207,21,686,145.7289442,501.0680135,23.95544288,201.6249775,872.3773781
2023,충남부여,63,214,18,145,61046,2409140,9,175,72,0.9,129.2,590.7,97.72989242,35,656,103.2008649,350.5553189,29.48596141,237.5258002,720.7679455
2023,충남서천,70,228,11,154,49116,2660733,7,156,58,0.5,129.2,609.6,134.1527368,29,426,142.5197492,464.207183,22.39596058,313.5434482,942.6663409
2023,충남청양,33,137,7,78,30168,2471461,6,116,41,1.1,129.2,645.2,62.94835681,14,355,109.3874304,454.1235746,23.20339433,258.5521082,845.2665076
2023,충남예산,142,434,20,224,78354,2756938,6,178,102,2.1,129.2,442.3,144.3754491,29,871,181.2287822,553.8964188,25.52518059,285.8820226,1046.532404
2023,충남태안,144,300,10,196,60784,2752088,6,162,78,0.7,129.2,501.7,117.7893187,39,510,236.9044485,493.5509345,16.45169782,322.4532772,1069.360358
2023,충남홍성,111,647,30,279,97524,2476172,7,206,118,2.6,129.2,234.6,218.2330827,65,870,113.8181371,663.4264386,30.76165867,286.0834256,1094.08966
2023,전북군산,570,2139,29,850,259980,2687825,21,552,269,1.7,129.2,191.5,650.9589864,243,2247,219.2476344,822.7555966,11.15470421,326.9482268,1380.106162
2023,전북김제,164,378,11,175,81430,2494932,12,250,96,2.4,129.2,428.8,149.1200762,35,871,201.3999754,464.2023824,13.50853494,214.9085104,894.0194032
2023,전북남원,165,491,14,259,76781,2125888,11,264,87,1.8,129.2,344.1,102.0738889,64,845,214.8969146,639.4811216,18.2336776,337.3230356,1209.934749
2023,전북익산,703,1820,26,1078,270036,2445380,19,531,295,2.4,129.2,227.8,533.0464478,110,2362,260.3356589,673.9842095,9.62834585,399.2060318,1343.154246
2023,전북전주,1309,4973,67,2576,642727,2463924,19,1114,680,3,129.2,146.9,3120.185446,279,3497,203.6634528,773.734416,10.42433257,400.7922493,1388.614451
2023,전북정읍,184,590,30,520,103620,2281250,16,326,121,1.4,129.2,347.8,170.0640079,87,1171,177.5718973,569.388149,28.95193978,501.8336229,1277.745609
2023,전북완주,149,417,8,150,97827,2827192,11,231,116,2.2,129.2,223.3,119.1007816,35,1010,152.3096896,426.2626882,8.177701453,153.3319022,740.0819815
2023,전북고창,102,252,17,123,51750,2121205,9,177,64,0.3,129.2,504,85.19359937,29,603,197.1014493,486.9565217,32.85024155,237.6811594,954.589372
2023,전북부안,92,526,8,107,49187,2630360,10,185,60,0.6,129.2,496.3,99.33356221,35,533,187.0412914,1069.388253,16.26446012,217.5371541,1490.231159
2023,전북임실,26,110,6,46,25956,2189131,6,127,30,1.2,129.2,549.9,43.46646571,4,330,100.1695176,423.7941131,23.11604253,177.2229928,724.3026661
2023,전북순창,12,66,6,58,26764,2127962,7,123,32,1.9,129.2,468.2,53.96511745,14,354,44.83634733,246.5999103,22.41817367,216.7090121,530.5634434
2023,전북진안,39,80,4,46,24465,2148503,8,133,30,0.5,129.2,543.8,31.00249642,8,323,159.411404,326.9977519,16.34988759,188.0237073,690.7827509
2023,전북무주,35,93,0,55,23251,2183064,7,113,30,0.8,129.2,504.7,36.78664663,16,259,150.53116,399.9827964,0,236.5489656,787.062922
2023,전북장수,29,59,7,38,20983,2099561,6,108,28,0.5,129.2,491.7,39.3544394,10,288,138.20712,281.1800029,33.36033932,181.0989849,633.8464471
2023,전남광양,354,852,18,467,152666,3542210,8,282,169,1.5,129.2,119.5,328.4481831,221,1312,231.8787418,558.0810397,11.7904445,305.8965323,1107.646758
2023,전남나주,240,727,31,383,117377,4726251,11,270,131,1.9,129.2,188.8,192.9083259,62,1202,204.4693594,619.3717679,26.41062559,326.2990194,1176.550772
2023,전남목포,731,1953,47,1013,214156,2610047,11,513,231,2.7,129.2,170.9,4139.880147,155,1588,341.3399578,911.952035,21.94661835,473.0196679,1748.258279
2023,전남순천,801,1731,61,787,278137,2834274,17,504,293,2.1,129.2,143.3,305.2894431,254,1662,287.9875745,622.3551703,21.93163801,282.9540838,1215.228467
2023,전남여수,758,1959,58,717,271696,3573236,18,534,287,0.9,129.2,202.9,530.3040949,355,1868,278.988281,721.0264413,21.34738826,263.8978859,1285.259996
2023,전남담양,65,164,6,94,45373,2914357,6,139,50,1,129.2,451.4,99.70553981,3,452,143.2570031,361.4484385,13.22372336,207.171666,725.1008309
2023,전남곡성,37,127,4,85,26905,2648019,7,119,34,0.8,129.2,650,49.15591771,5,307,137.5209069,472.031221,14.86712507,315.9264077,940.3456607
2023,전남구례,32,107,4,67,24314,2537566,6,118,29,0.8,129.2,555,54.88983204,23,259,131.6114173,440.0756766,16.45142716,275.561405,863.699926
2023,전남고흥,81,312,10,157,61113,2479456,12,206,75,1,129.2,722.9,75.70892333,38,636,132.5413578,510.5296745,16.36313059,256.9011503,916.3353133
2023,전남보성,47,116,7,111,37686,2549159,8,152,47,0.8,129.2,665.7,56.69710692,23,397,124.7147482,307.8066125,18.57453696,294.5390861,745.6349838
2023,전남화순,86,279,12,205,61254,3130958,8,165,68,1.3,129.2,353.9,77.81447699,20,667,140.3989944,455.4804584,19.59055735,334.6720214,950.1420315
2023,전남장흥,101,199,7,111,35046,2549251,7,145,42,0.3,129.2,478.3,56.30965005,24,407,288.1926611,567.8251441,19.97374879,316.7265879,1192.718142
2023,전남강진,68,176,6,127,32722,2581738,7,138,37,1,129.2,499.3,65.3198922,31,329,207.8112585,537.8644337,18.33628751,388.1180857,1152.130065
2023,전남해남,104,288,74,172,64575,2714645,12,211,79,0.5,129.2,427.5,61.7847985,65,794,161.0530391,445.9930314,114.5954317,266.3569493,987.9984514
2023,전남영암,147,294,30,141,52350,3536256,6,170,75,1.3,129.2,307.6,85.48055256,29,1053,280.8022923,561.6045845,57.30659026,269.3409742,1169.054441
2023,전남무안,159,333,19,306,90296,2708154,7,208,100,1.4,129.2,141.6,200.0753362,22,709,176.0875343,368.7871002,21.04190662,338.8854434,904.8019846
2023,전남함평,56,96,5,128,30601,2772540,7,127,37,0.5,129.2,633.4,78.0518288,6,347,183.0005555,313.7152381,16.33933532,418.2869841,931.342113
2023,전남영광,115,160,6,168,51750,2794223,8,,57,0.9,129.2,295.9,109.057574,48,546,222.2222222,309.178744,11.5942029,324.6376812,867.6328502
2023,전남장성,53,285,7,115,42543,3064429,7,140,46,1.2,129.2,390.6,83.03665535,9,532,124.5798369,669.9104436,16.45394072,270.3147404,1081.258962
2023,전남완도,102,253,22,180,46641,2483786,11,,56,0.4,129.2,385.5,117.5221105,83,504,218.691709,542.4411998,47.16879998,385.9265453,1194.228254
2023,전남진도,67,161,9,103,28979,2500154,7,132,38,0.2,129.2,450.6,65.84490241,37,387,231.2019048,555.5747265,31.05697229,355.429794,1173.263398
2023,전남신안,39,88,16,83,38037,1968289,15,,46,0.4,129.2,629.8,57.95849333,21,367,102.5317454,231.3536819,42.06430581,218.2085864,594.1583195
2023,경북경산,528,1632,32,1070,266205,2654749,8,435,305,3,129.2,184.9,646.3168884,95,2022,198.343382,613.0613625,12.02081103,401.9458688,1225.371424
2023,경북경주,439,1608,79,1128,247489,3255098,22,498,277,2.1,129.2,275.5,186.7940193,200,2241,177.381621,649.7258464,31.92061061,455.7778326,1314.805911
2023,경북구미,1143,3293,135,1740,405506,2957276,17,653,427,4.2,129.2,87.2,658.695299,271,2575,281.8700586,812.0718312,33.29173921,429.0935276,1556.327157
2023,경북김천,241,698,24,351,137515,3114632,14,290,161,2,129.2,246,136.1440296,115,1023,175.2536087,507.5809912,17.45264153,255.2448824,955.5321238
2023,경북문경,73,336,16,240,68755,2248607,8,196,78,1.6,129.2,406.3,75.38346837,93,599,106.1740964,488.6917315,23.27103483,349.0655225,967.2023853
2023,경북상주,105,531,58,318,93858,2199381,13,245,113,0.9,129.2,431.5,74.8051327,55,925,111.8711245,565.748258,61.79547828,338.8096912,1078.224552
2023,경북안동,261,804,42,428,152935,2332078,17,377,174,1.9,129.2,283.9,100.463775,194,1104,170.6607382,525.7135384,27.46264753,279.8574558,1003.69438
2023,경북영주,146,757,50,199,100199,2342202,8,229,112,2.4,129.2,339.3,149.5128102,125,769,145.710037,755.4965618,49.90069761,198.6047765,1149.712073
2023,경북영천,236,706,14,238,100212,2796380,12,240,123,1.5,129.2,390.4,109.0208877,68,929,235.5007384,704.5064463,13.97038279,237.4965074,1191.474075
2023,경북포항,821,3500,90,2201,493033,3251440,28,891,506,2.6,129.2,187,436.0307058,319,2617,166.5202938,709.89163,18.2543562,446.4204222,1341.086702
2023,경북군위,15,28,9,13,23340,2345918,4,105,31,,129.2,,37.99199141,,,64.26735219,119.9657241,38.56041131,55.69837189,278.4918595
2023,경북의성,51,178,12,121,50086,2105639,9,178,65,0.4,129.2,883.6,42.64162509,54,419,101.8248612,355.3887314,23.95879088,241.5844747,722.7568582
2023,경북청송,59,66,11,44,24019,2025983,7,108,34,0.4,129.2,735.2,28.38621994,13,229,245.6388692,274.7824639,45.79707731,183.1883093,749.4067197
2023,경북영양,43,62,4,42,15661,1975063,5,88,22,0.4,129.2,697,19.19569534,16,196,274.5673967,395.8878743,25.54115318,268.1821084,964.1785327
2023,경북영덕,72,226,15,166,34055,2177720,6,129,39,0.7,129.2,647.1,45.93832623,34,284,211.4226986,663.6323594,44.04639554,487.4467773,1406.548231
2023,경북청도,68,202,47,154,41316,2242900,6,125,56,0.4,129.2,780,59.15384065,16,313,164.5851486,488.9147062,113.7573821,372.7369542,1139.994191
2023,경북고령,40,140,14,67,30139,2730903,4,111,37,1.3,129.2,545.9,78.43591412,9,312,132.7184047,464.5144165,46.45144165,222.3033279,865.9875908
2023,경북성주,52,331,35,113,42086,2575881,7,138,50,0.9,129.2,592.1,68.22396576,12,385,123.5565271,786.4848168,83.16304709,268.4978378,1261.702229
2023,경북칠곡,240,709,49,295,110581,2730971,7,244,126,2.4,129.2,162.3,245.1689429,74,1165,217.0354763,641.1589694,44.31140974,266.7727729,1169.278628
2023,경북예천,48,191,12,127,55325,2105332,8,141,63,1.2,129.2,267,83.6331479,40,509,86.76005423,345.2327158,21.69001356,229.5526435,683.235427
2023,경북봉화,46,56,10,45,29603,2082865,6,118,40,0.5,129.2,685.3,24.61378565,31,314,155.3896565,189.1700166,33.7803601,152.0116204,530.3516535
2023,경북울진,78,217,9,194,46669,2545627,8,147,51,2.1,129.2,361.7,47.10899804,71,321,167.1345004,464.9767512,19.28475005,415.693501,1067.089503
2023,경북울릉,22,31,4,16,9077,2255926,4,62,12,0.3,129.2,446.6,124.2743702,14,33,242.3708274,341.5225295,44.06742316,176.2696926,804.2304726
2023,경남거제,564,1591,29,870,234038,3237276,9,400,254,4.1,129.2,95.6,579.4741012,327,1894,240.9865065,679.8041344,12.39115016,371.7345047,1304.916296
2023,경남김해,1034,4115,542,3472,533659,2758865,14,829,568,2.1,129.2,107.4,1151.243663,641,4429,193.7566873,771.0916522,101.5629831,650.6027257,1717.014048
2023,경남밀양,206,549,41,252,102084,2434653,10,233,111,1.4,129.2,414.9,127.8110954,97,871,201.7946005,537.7924063,40.16300302,246.8555307,1026.605541
2023,경남사천,295,654,34,307,109030,2942818,8,233,123,2.2,129.2,233.1,273.3814754,168,858,270.5677337,599.8349078,31.18407778,281.5738787,1183.160598
2023,경남양산,787,2410,71,1232,355122,2845960,12,467,361,2.7,129.2,123.8,731.155034,328,2619,221.6139805,678.6400167,19.99312912,346.9230293,1267.170156
2023,경남진주,710,2529,97,2930,341074,2741174,13,539,387,3.2,129.2,166.1,478.4250466,257,2227,208.1659698,741.4813208,28.43957616,859.051115,1837.137982
2023,경남창원,2116,6832,271,3662,1009038,2974604,33,759,1060,2.8,129.2,153.8,1346.748705,1765,6136,209.704689,677.080546,26.85726405,362.9199297,1276.562429
2023,경남통영,378,915,35,699,120551,2239939,8,262,122,4.4,129.2,211.9,502.4842649,293,1005,313.5602359,759.0148568,29.03335518,579.8375791,1681.446027
2023,경남함안,92,427,19,106,60203,3027984,7,161,69,2.1,129.2,315.3,144.5068529,46,690,152.8163048,709.2669801,31.55988904,176.0709599,1069.714134
2023,경남거창,88,241,16,147,60047,2179401,7,163,72,1.5,129.2,330.7,74.68903926,40,491,146.5518677,401.3522741,26.64579413,244.8082336,819.3581694
